ubicacion,codigo_ine,Comunidad Autónoma,Provincia,%_casas_vacias,Viviendas totales,Mediana consumo anual,Viviendas con bajo consumo,Viviendas de uso esporádico,prev_res_misma_vivienda,prev_res_mismo_municipio,prev_res_misma_provincia,prev_res_misma_comunidad,prev_res_dif_comunidad,prev_res_en_extranjero,prev_res_no_nacido,Poblacion,Poblacion_-16,Poblacion_16-64,Poblacion_+65,Hombres,Hombres_-16,Hombres_16-64,Hombres_+65,Mujeres,Mujeres_-16,Mujeres_16-64,Mujeres_+65,total Paro Registrado,Paro hombre edad < 25,Paro hombre edad 25 -45 ,Paro hombre edad >=45,Paro mujer edad < 25,Paro mujer edad 25 -45 ,Paro mujer edad >=45,Paro Agricultura,Paro Industria,Paro Construcción,Paro Servicios,Paro Sin empleo Anterior,SUPERFICIE,PERIMETRO,LONGITUD_ETRS89,LATITUD_ETRS89,ALTITUD
    04001 Abla,4001,Andalucía,Almería,20.910780669144984,1076,1536,79,173,336,585,151,23,42,43,80,1260,132,757,371,648,75,401,172,612,57,356,199,73,5,7,29,0,14,21,13,2,7,43,6,4524.4244,46589,-2.77953953,37.1412099,853.0
    04002 Abrucena,4002,Andalucía,Almería,15.092290988056462,921,1646,67,161,230,635,161,20,40,57,69,1212,108,762,342,640,59,418,163,572,49,344,179,50,1,5,17,4,15,10,6,5,5,32,5,8367.747,58614,-2.7974669,37.13218285,986.0
    04003 Adra,4003,Andalucía,Almería,9.654892407632968,12315,2133,419,1252,7564,11624,961,544,445,1665,2679,25482,4374,17432,3676,13062,2297,9124,1641,12420,2077,8308,2035,1689,85,234,341,73,418,538,280,50,169,1002,188,8969.45,51619,-3.02330257,36.74868325,14.0
    04006 Albox,4006,Andalucía,Almería,21.96849255672785,6919,2406,220,569,2761,5262,809,186,442,1653,1223,12336,1978,7889,2469,6327,1027,4123,1177,6009,951,3766,1292,705,29,104,148,39,179,206,45,55,82,435,88,16827.6,61380,-2.146835459,37.38967753,422.0
    04011 Alhama de Almería,4011,Andalucía,Almería,20.89041095890411,2336,2322,83,251,1058,1630,374,51,85,154,392,3744,609,2440,695,1880,316,1258,306,1864,293,1182,389,281,12,37,72,12,67,81,26,29,23,172,31,2624.375,25588,-2.56977648,36.95718281,520.0
    04013 Almería,4013,Andalucía,Almería,9.870538942321978,100957,2490,2516,7963,60472,85406,13845,3922,5817,10236,20574,200273,34570,132281,33422,97926,17764,66117,14045,102347,16806,66164,19377,16632,679,2585,3624,746,3869,5129,932,461,1585,11245,2409,29572.44,127373,-2.46413188,36.83892362,16.0
    04016 Antas,4016,Andalucía,Almería,14.096016343207356,1958,2542,68,201,1017,1269,251,48,78,357,334,3354,523,2207,624,1739,273,1180,286,1615,250,1027,338,157,1,22,31,3,38,61,14,3,6,116,18,9973.47,42414,-1.91715315,37.24459175,108.0
    04017 Arboleas,4017,Andalucía,Almería,23.24324324324325,2775,3033,53,160,969,1294,248,34,106,1840,175,4666,316,2407,1943,2355,170,1174,1011,2311,146,1233,932,125,9,20,37,2,23,32,10,10,16,75,14,6614.36,46628,-2.0754646,37.35116011,270.0
    04024 Benahadux,4024,Andalucía,Almería,10.776470588235297,2125,2953,38,133,1581,1388,740,52,110,78,584,4534,979,2993,562,2248,486,1506,256,2286,493,1487,306,304,11,40,57,18,79,99,11,14,27,214,38,1661.5387,18999,-2.455766,36.925792,115.0
    04029 Berja,4029,Andalucía,Almería,11.069946650859514,6748,2421,204,675,4973,4516,678,175,167,810,1304,12623,2194,8544,1885,6455,1143,4492,820,6168,1051,4052,1065,867,36,138,226,30,209,228,165,27,116,470,89,18581.24,66447,-2.94948207,36.84732147,340.0
    04030 Canjáyar,4030,Andalucía,Almería,37.18861209964413,1124,1743,64,116,279,646,132,11,37,22,48,1175,92,700,383,620,47,407,166,555,45,293,217,92,6,14,35,3,17,18,11,1,19,56,4,6692.6563,57977,-2.73944378,37.01006973,602.0
    04031 Cantoria,4031,Andalucía,Almería,32.252901160464184,2499,2306,102,232,982,1409,226,33,81,474,227,3432,388,2020,1024,1744,199,1050,495,1688,189,970,529,190,5,29,40,8,40,68,12,16,23,117,22,7895.2,49635,-2.19324978,37.35219371,381.0
    04032 Carboneras,4032,Andalucía,Almería,15.607120152574696,6292,1815,404,1021,2702,3120,413,116,487,524,833,8195,1384,5511,1300,4211,742,2845,624,3984,642,2666,676,473,23,64,104,23,109,150,26,37,41,323,46,9546.4247,57089,-1.89349648,36.99742391,6.0
    04035 Cuevas del Almanzora,4035,Andalucía,Almería,25.87853323147441,10472,2129,452,1207,3242,6178,830,190,612,1726,1788,14567,2794,9382,2391,7577,1433,5007,1137,6990,1361,4375,1254,861,39,147,178,52,200,245,114,28,81,571,67,26375.62,76338,-1.880632167,37.29705933,90.0
    04037 Chirivel,4037,Andalucía,Almería,39.40419769803656,1477,2142,85,148,492,639,93,47,72,86,77,1506,144,874,488,773,78,474,221,733,66,400,267,70,17,8,20,4,11,12,6,4,1,37,21,19647.14,73611,-2.26658541,37.59512473,1039.0
    04038 Dalías,4038,Andalucía,Almería,11.963470319634704,2190,2284,70,257,1275,1739,481,38,71,108,380,4092,660,2654,778,2024,326,1359,339,2068,334,1295,439,201,5,24,54,7,47,65,38,6,24,117,16,14072.85,79402,-2.87111055,36.82078429,411.0
    04044 Fines,4044,Andalucía,Almería,17.091207888249794,1217,2454,47,115,628,910,198,37,56,109,209,2147,333,1478,336,1121,173,805,143,1026,160,673,193,179,8,25,39,2,39,67,9,35,9,110,16,2312.44,26401,-2.263101772,37.3587942,479.0
    04045 Fiñana,4045,Andalucía,Almería,26.708860759493668,1580,1905,99,220,642,978,137,31,51,39,123,2001,220,1291,490,1012,104,674,234,989,116,617,256,120,6,12,47,6,24,25,22,10,11,65,12,13395.9718,71085,-2.84178852,37.17135438,950.0
    04046 Fondón,4046,Andalucía,Almería,34.366391184573004,1452,1126,118,294,329,338,256,12,34,20,44,1033,96,683,254,535,41,379,115,498,55,304,139,54,1,1,21,1,6,19,5,5,6,37,3,9115.8777,58602,-2.85918906,36.97993167,846.0
    04047 Gádor,4047,Andalucía,Almería,27.689594356261026,1701,2594,53,154,1107,1094,309,41,47,84,321,3003,522,1968,513,1560,292,1052,216,1443,230,916,297,324,16,53,68,13,91,83,31,21,32,188,52,8767.0204,62237,-2.49279322,36.9530923,173.0
    04049 Garrucha,4049,Andalucía,Almería,16.147308781869686,7060,1812,554,1149,2407,3119,1001,307,685,1254,1053,9826,1715,6778,1333,5193,901,3632,660,4633,814,3146,673,608,24,85,121,14,134,230,14,21,43,485,45,776.6,17344,-1.82347743,37.1797194,20.0
    04050 Gérgal,4050,Andalucía,Almería,38.68169991326973,1153,1506,74,152,241,384,168,21,59,127,101,1101,161,705,235,581,75,401,105,520,86,304,130,63,5,5,21,5,13,14,15,2,5,31,12,22948.7704,77389,-2.53905331,37.12083904,763.0
    04052 Huércal de Almería,4052,Andalucía,Almería,6.77191524719568,7221,3359,92,354,8115,3629,3156,340,359,270,2240,18110,4087,12737,1286,9209,2127,6466,616,8901,1960,6271,670,1405,107,183,284,72,309,450,23,64,107,1053,158,2092.75,22894,-2.441637878,36.87874536,76.0
    04053 Huércal-Overa,4053,Andalucía,Almería,23.584138740854485,11071,2438,254,853,4620,8842,1025,302,852,1945,2070,19656,3428,12706,3522,9756,1738,6425,1593,9900,1690,6281,1929,1067,67,147,231,34,271,317,140,79,86,631,131,31821.27,81487,-1.94352848,37.39055009,280.0
    04057 Láujar de Andarax,4057,Andalucía,Almería,30.42886317222601,1469,1880,120,200,441,816,130,21,20,45,118,1591,227,996,368,798,121,516,161,793,106,480,207,102,2,13,30,5,15,38,8,11,15,64,4,9280.8708,64264,-2.88903331,36.99456726,920.0
    04059 Lubrín,4059,Andalucía,Almería,44.99467518636848,1878,1935,110,176,385,644,124,6,38,221,75,1493,152,755,586,757,80,416,261,736,72,339,325,60,8,10,19,0,11,12,1,7,12,25,13,13813.87,53702,-2.06592032,37.21648353,516.0
    04062 Macael,4062,Andalucía,Almería,19.328010645375915,3006,2464,89,256,1814,2652,261,44,96,121,495,5483,807,3643,1033,2820,434,1922,464,2663,373,1721,569,419,19,58,74,9,85,174,13,95,23,244,44,4382.21,30696,-2.30432229,37.33233031,536.0
    04063 María,4063,Andalucía,Almería,39.361702127659576,1128,2160,91,118,354,650,39,14,73,49,56,1236,109,760,367,632,59,404,169,604,50,356,198,43,3,10,9,5,7,13,8,5,1,27,3,22556.81,82596,-2.16479793,37.7115544,1197.0
    04064 Mojácar,4064,Andalucía,Almería,25.08537721204595,9663,1723,625,1513,1370,2072,728,176,479,1928,457,7210,790,4302,2118,3525,394,2062,1069,3685,396,2240,1049,256,13,25,60,9,43,106,3,6,14,211,22,7153.7421,47958,-1.85016798,37.14008707,140.0
    04066 Níjar,4066,Andalucía,Almería,8.772495646004,15503,2594,443,1765,5592,12660,1531,372,906,6361,4134,31558,6488,21921,3149,18043,3565,12947,1531,13515,2923,8974,1618,1481,89,243,358,59,356,376,386,48,93,765,189,59976.79,132948,-2.206606998,36.96577831,355.0
    04069 Olula del Río,4069,Andalucía,Almería,18.069983597594312,3658,2505,97,250,2051,2603,513,96,176,256,559,6254,976,4249,1029,3199,537,2194,468,3055,439,2055,561,540,19,57,111,25,131,197,27,71,42,347,53,2344.0,25834,-2.298036055,37.35213746,486.0
    04070 Oria,4070,Andalucía,Almería,34.99486125385406,1946,2237,94,175,537,1016,193,43,64,289,112,2254,194,1300,760,1171,104,690,377,1083,90,610,383,88,13,11,18,2,18,27,5,7,7,58,12,23471.05,76660,-2.29602131,37.48360163,1022.0
    04072 Partaloa,4072,Andalucía,Almería,31.201248049922,641,2740,8,54,285,216,65,5,13,403,20,1007,40,542,425,505,23,260,222,502,17,282,203,19,5,5,5,0,4,3,0,1,1,8,7,5260.56,31003,-2.2262643,37.40605456,543.0
    04074 Pechina,4074,Andalucía,Almería,32.651543324656004,2689,2918,57,186,1222,1364,743,59,95,134,539,4156,832,2790,534,2109,447,1404,258,2047,385,1386,276,418,21,66,96,22,92,121,38,11,43,269,57,4605.6772,30746,-2.44105175,36.91567505,105.0
    04075 Pulpí,4075,Andalucía,Almería,22.925083689253142,8663,1814,498,1324,2643,3478,433,162,646,2131,1149,10642,1900,7390,1352,5496,1001,3846,649,5146,899,3544,703,301,16,38,67,13,80,87,64,17,26,166,28,9484.99,48884,-1.745159,37.41211031,194.0
    04076 Purchena,4076,Andalucía,Almería,27.734711455641687,1161,2094,52,133,366,781,113,72,39,142,102,1615,210,1067,338,843,111,575,157,772,99,492,181,88,5,16,20,7,19,21,7,18,5,50,8,5660.39,55757,-2.36166335,37.34731041,551.0
    04078 Rioja,4078,Andalucía,Almería,18.625,800,2761,24,74,450,528,251,28,53,45,152,1507,256,1038,213,774,130,543,101,733,126,495,112,189,10,25,42,10,40,62,20,3,16,133,18,3640.4382,26023,-2.46389912,36.94267969,128.0
    04079 Roquetas de Mar,4079,Andalucía,Almería,16.680611423974256,62150,2286,2271,7159,27532,30141,10127,3907,4714,10373,11570,98364,19315,69187,9862,50451,9932,35927,4592,47913,9383,33260,5270,6813,254,987,1380,247,1695,2250,719,190,668,4524,712,5964.8732,51463,-2.6150576,36.76467854,7.0
    04083 Serón,4083,Andalucía,Almería,29.713668287412208,1851,1715,150,240,519,1068,145,62,76,62,119,2051,214,1253,584,1051,109,667,275,1000,105,586,309,99,7,8,29,2,16,35,4,14,7,63,12,16628.17,78110,-2.50991257,37.34295293,823.0
    04086 Sorbas,4086,Andalucía,Almería,37.49450549450549,2275,2227,103,225,544,1165,204,23,66,259,198,2459,324,1476,659,1284,170,810,304,1175,154,666,355,184,7,32,48,7,40,50,24,11,19,111,19,24915.79,79999,-2.124113,37.09821538,409.0
    04088 Tabernas,4088,Andalucía,Almería,26.60862982588948,2642,2374,104,266,948,1634,373,50,90,453,334,3882,529,2650,703,2010,249,1434,327,1872,280,1216,376,270,10,40,80,12,51,77,30,18,29,169,24,28037.6595,71753,-2.39150625,37.04984427,402.0
    04092 Tíjola,4092,Andalucía,Almería,25.906040268456376,2235,2324,80,227,1226,1570,224,52,78,91,276,3517,492,2327,698,1768,233,1216,319,1749,259,1111,379,233,10,32,52,10,63,66,20,25,22,140,26,6773.33,48150,-2.43885542,37.34438543,688.0
    04093 Turre,4093,Andalucía,Almería,30.93905472636816,3216,2529,147,291,941,1163,422,71,194,834,344,3969,573,2389,1007,2060,309,1246,505,1909,264,1143,502,268,14,48,62,13,56,75,11,9,39,179,30,10795.7063,54227,-1.89478231,37.15219777,45.0
    04098 Vélez-Blanco,4098,Andalucía,Almería,45.60894780447391,2414,1727,171,269,465,927,108,15,140,185,112,1952,199,1204,549,993,98,638,257,959,101,566,292,75,5,13,19,0,16,22,9,5,9,45,7,44131.55,115900,-2.09608111,37.69085853,1076.0
    04099 Vélez-Rubio,4099,Andalucía,Almería,23.506305561298323,4837,2246,222,527,1989,2946,258,114,347,365,488,6507,878,4109,1520,3184,438,2068,678,3323,440,2041,842,327,15,47,75,12,89,89,28,35,32,209,23,28254.46,82702,-2.07415558,37.64799415,838.0
    04100 Vera,4100,Andalucía,Almería,24.74718565159321,20964,1384,1380,4158,4608,5015,1902,502,1312,2241,2027,17607,3390,11870,2347,8968,1705,6109,1154,8639,1685,5761,1193,1119,50,168,232,59,246,364,73,42,85,794,125,5759.15,39048,-1.86877507,37.24675325,101.0
    04101 Viator,4101,Andalucía,Almería,8.079324274697026,2723,2959,64,189,1839,1693,1105,193,261,182,804,6077,1249,4172,656,3115,630,2206,279,2962,619,1966,377,464,19,69,92,16,130,138,18,15,38,345,48,2062.06,19674,-2.42781271,36.88906423,71.0
    04102 Vícar,4102,Andalucía,Almería,11.548296626247629,12123,2530,307,1049,7358,8023,3523,604,923,3430,3366,27227,5443,19307,2477,14772,2844,10764,1164,12455,2599,8543,1313,1671,103,278,334,85,432,439,265,46,143,979,238,6434.03,54606,-2.64392746,36.83084658,279.0
    04103 Zurgena,4103,Andalucía,Almería,37.79564806054873,2114,2750,42,123,581,1080,224,26,74,721,166,2872,286,1619,967,1453,126,852,475,1419,160,767,492,145,9,17,43,9,31,36,15,4,19,86,21,7166.98,41966,-2.03993235,37.34234106,239.0
    04904 Balanegra,4904,Andalucía,Almería,13.78504672897196,1712,2132,58,203,1,12,2304,95,84,289,276,3062,500,2215,347,1651,264,1231,156,1411,236,984,191,133,9,21,27,6,35,35,25,5,5,76,23,3159.32,25005,-2.90884074,36.74594326,6.0
    11001 Alcalá de los Gazules,11001,Andalucía,Cádiz,23.684983837790185,3403,1818,160,394,2019,2358,274,72,70,66,396,5255,730,3664,861,2711,400,1912,399,2544,330,1752,462,559,16,64,91,31,143,214,37,24,43,405,50,47907.37,94562,-5.72311956,36.46294815,212.0
    11002 Alcalá del Valle,11002,Andalucía,Cádiz,12.97208538587849,2436,2234,97,227,1729,2608,82,114,44,62,404,5043,700,3410,933,2543,344,1768,431,2500,356,1642,502,279,15,43,93,13,54,61,50,4,25,176,24,4689.4901,31945,-5.17259873,36.90506622,618.0
    11003 Algar,11003,Andalucía,Cádiz,12.674543501611172,931,1885,43,129,466,674,101,30,33,27,117,1448,203,936,309,741,103,498,140,707,100,438,169,135,5,13,28,5,28,59,9,8,16,89,13,2671.66,33726,-5.65719916,36.65594556,205.0
    11004 Algeciras,11004,Andalucía,Cádiz,13.6361193227627,55815,2261,1092,3904,39589,55113,3738,2584,4578,4954,12878,123435,22280,80998,20157,60898,11552,40498,8848,62537,10728,40500,11309,13578,626,1893,2560,621,3378,4500,219,543,1067,9272,2477,8796.39,67661,-5.44774178,36.13137811,19.0
    11005 Algodonales,11005,Andalucía,Cádiz,25.689404934687957,3445,2091,123,341,1857,2696,164,183,92,103,416,5511,768,3598,1145,2775,384,1855,536,2736,384,1743,609,450,29,54,108,26,100,133,51,11,33,322,33,13444.75,56984,-5.40470441,36.88076763,366.0
    11006 Arcos de la Frontera,11006,Andalucía,Cádiz,18.3117723156533,15460,2328,392,1317,11724,14137,948,405,614,406,2697,30931,4901,21117,4913,15459,2517,10702,2240,15472,2384,10415,2673,3573,144,322,642,150,887,1428,248,124,399,2497,305,52681.94,127245,-5.80640518,36.74821011,181.0
    11007 Barbate,11007,Andalucía,Cádiz,11.795525346927215,14124,1852,683,2021,8086,10550,753,411,561,334,2006,22701,3514,15360,3827,11378,1823,7880,1675,11323,1691,7480,2152,2389,91,314,509,119,471,885,102,166,171,1676,274,14216.74,76605,-5.91828263,36.19202922,8.0
    11010 Bornos,11010,Andalucía,Cádiz,16.74136567360928,3793,2397,97,362,2827,3690,249,117,112,52,611,7658,1102,5195,1361,3824,559,2633,632,3834,543,2562,729,614,24,97,142,46,156,149,80,17,61,400,56,5509.4,35776,-5.74570162,36.81705325,157.0
    11012 Cádiz,11012,Andalucía,Cádiz,4.865525239469537,56479,1991,1357,4732,34174,60107,6220,1814,2587,1857,7683,114442,14202,72257,27983,54087,7383,35471,11233,60355,6819,36786,16750,9663,330,1336,2288,313,1906,3490,67,518,600,7336,1142,1230.0063,52003,-6.28414575,36.52171152,13.0
    11013 Castellar de la Frontera,11013,Andalucía,Cádiz,22.88732394366197,1420,2491,26,73,1173,1238,189,59,58,59,307,3083,527,2108,448,1535,271,1062,202,1548,256,1046,246,249,13,26,42,9,52,107,6,16,6,198,23,18050.58,67184,-5.42003,36.28605,25.0
    11014 Conil de la Frontera,11014,Andalucía,Cádiz,5.993262013121343,16919,2036,812,2680,7735,9822,1293,514,731,624,2467,23186,4071,15434,3681,11661,2096,7830,1735,11525,1975,7604,1946,1599,60,199,367,57,353,563,55,55,140,1187,162,8737.01,52082,-6.08856877,36.27458798,11.0
    11015 Chiclana de la Frontera,11015,Andalucía,Cádiz,8.519368664811392,49229,2298,1365,5508,31001,33836,6786,1534,2648,1936,8708,86450,15439,58839,12172,43224,7848,29578,5798,43226,7591,29261,6374,8608,365,1139,1800,313,1888,3103,93,382,1255,5587,1291,20677.21,63281,-6.14620494,36.41836916,13.0
    11016 Chipiona,11016,Andalucía,Cádiz,6.798311727464576,19902,1140,1619,5698,5885,9481,638,824,388,325,1845,19386,3239,13009,3138,9696,1696,6537,1463,9690,1543,6472,1675,1734,81,262,377,64,406,544,132,46,140,1261,155,3312.21,27636,-6.44220215,36.73790677,8.0
    11017 Espera,11017,Andalucía,Cádiz,23.78490175801448,1934,2556,50,149,1618,1662,102,62,49,12,339,3844,563,2577,704,1921,293,1320,308,1923,270,1257,396,249,16,42,61,21,59,50,23,14,30,152,30,12344.4,46793,-5.80597479,36.87151829,118.0
    11019 Grazalema,11019,Andalucía,Cádiz,18.955304254173395,1857,1519,142,332,634,1085,94,64,19,22,113,2031,235,1381,415,1009,119,688,202,1022,116,693,213,168,1,19,38,9,34,65,3,10,9,141,6,12241.08,54985,-5.36966273,36.75954041,848.0
    11020 Jerez de la Frontera,11020,Andalucía,Cádiz,8.133456665304278,92974,2598,1566,5385,84286,90820,6092,3505,5047,4145,19721,213616,35850,141591,36175,104346,18345,70472,15529,109270,17505,71119,20646,23058,913,2655,4449,886,4991,9164,756,1087,1876,16144,3195,118791.52,273544,-6.1287534,36.70212746,57.0
    11021 Jimena de la Frontera,11021,Andalucía,Cádiz,26.40396413402548,4238,2386,121,371,1948,3256,269,185,121,346,621,6746,1062,4433,1251,3443,539,2292,612,3303,523,2141,639,601,24,55,104,26,153,239,46,14,67,410,64,29841.58,87496,-5.45548727,36.43225697,205.0
    11024 Olvera,11024,Andalucía,Cádiz,28.133086876155268,5410,2022,240,420,2776,3955,107,236,92,193,654,8013,1131,5181,1701,3929,595,2602,732,4084,536,2579,969,506,24,69,140,23,122,128,57,27,46,341,35,19369.29,88467,-5.26815266,36.93513981,621.0
    11025 Paterna de Rivera,11025,Andalucía,Cádiz,24.53895370718856,2657,2453,64,183,2276,2393,236,32,36,24,479,5476,920,3741,815,2836,483,1954,399,2640,437,1787,416,577,22,61,111,25,149,209,37,23,238,243,36,1382.57,17537,-5.86591723,36.52313758,127.0
    11026 Prado del Rey,11026,Andalucía,Cádiz,11.033828643692695,3163,2224,134,324,2015,2808,205,109,82,56,414,5689,807,3838,1044,2841,430,1962,449,2848,377,1876,595,630,21,71,170,27,121,220,34,131,36,400,29,4857.93,33571,-5.55753213,36.78745433,431.0
    11028 Puerto Real,11028,Andalucía,Cádiz,5.417158810265221,18626,2373,314,1165,16348,16856,2796,514,814,781,3684,41793,6725,28694,6374,20998,3424,14650,2924,20795,3301,14044,3450,3797,166,462,715,131,820,1503,49,294,280,2628,546,19596.94,99327,-6.19016115,36.52891282,9.0
    11029 Puerto Serrano,11029,Andalucía,Cádiz,22.840454964648018,3253,2781,87,274,2676,3308,99,101,25,24,712,6945,1247,4826,872,3514,634,2492,388,3431,613,2334,484,342,32,51,97,30,75,57,40,11,42,221,28,7984.29,56618,-5.54691548,36.92280153,160.0
    11030 Rota,11030,Andalucía,Cádiz,6.353282715497991,26868,1415,1220,6033,9887,12898,991,1005,943,900,2822,29446,4815,19766,4865,14632,2424,9940,2268,14814,2391,9826,2597,2278,73,314,439,107,493,852,27,345,154,1522,230,8419.28,53185,-6.36315877,36.62011111,9.0
    11031 San Fernando,11031,Andalucía,Cádiz,4.888282276817309,39564,2291,769,2299,37822,39538,5159,1070,2212,896,8255,94952,15327,62972,16653,46371,7856,31239,7276,48581,7471,31733,9377,9194,357,1121,1756,324,1999,3637,73,379,669,6652,1421,2990.89,44090,-6.20514669,36.46528609,25.0
    11032 Sanlúcar de Barrameda,11032,Andalucía,Cádiz,6.7987028028723655,34536,2281,1052,3995,24690,32986,1476,1201,1314,804,7119,69590,12171,46233,11186,34682,6304,23300,5078,34908,5867,22933,6108,7020,265,966,1378,268,1704,2439,715,292,620,4563,830,17139.49,67455,-6.354381144,36.77644555,3.0
    11033 San Roque,11033,Andalucía,Cádiz,23.036942675159235,19625,2540,383,1326,9472,11931,2955,1190,1122,2497,3494,32663,5983,21710,4970,16305,3084,10954,2267,16358,2899,10756,2703,3088,146,435,560,123,772,1052,33,158,476,2020,401,13948.16,81736,-5.38401377,36.20999986,107.0
    11034 Setenil de las Bodegas,11034,Andalucía,Cádiz,14.997104806022003,1727,2250,81,186,828,1445,66,107,30,25,201,2702,361,1802,539,1387,183,953,251,1315,178,849,288,174,6,31,56,9,37,35,21,1,31,106,12,8214.5697,53665,-5.18313213,36.86116108,633.0
    11035 Tarifa,11035,Andalucía,Cádiz,14.19222001617766,13599,1626,524,2336,5685,8032,849,553,774,916,1656,18465,2758,12685,3022,9289,1395,6544,1350,9176,1363,6141,1672,1187,46,164,266,39,229,443,22,39,82,957,87,41917.54,107159,-5.59945188,36.0189604,59.0
    11037 Trebujena,11037,Andalucía,Cádiz,13.935406698564591,3344,2779,56,238,2458,3357,229,126,155,81,638,7044,1120,4637,1287,3539,581,2347,611,3505,539,2290,676,512,30,97,115,25,128,117,68,13,17,365,49,7072.35,41459,-6.17660584,36.86924138,69.0
    11038 Ubrique,11038,Andalucía,Cádiz,9.233345293625163,8361,2266,202,755,5514,8353,459,285,226,230,1426,16493,2495,10778,3220,8142,1325,5436,1381,8351,1170,5342,1839,1462,55,161,348,42,277,579,18,670,57,632,85,6975.2968,41230,-5.44313148,36.6779235,337.0
    11039 Vejer de la Frontera,11039,Andalucía,Cádiz,18.851286939942803,8392,2179,344,887,4705,5547,604,159,216,252,1139,12622,1972,8453,2197,6278,973,4314,991,6344,999,4139,1206,1278,46,140,320,45,223,504,48,27,135,945,123,26457.62,92053,-5.97136125,36.2529047,218.0
    11041 Villamartín,11041,Andalucía,Cádiz,19.15925626515764,6185,2609,145,412,4488,5647,476,210,155,145,1091,12213,1949,8361,1903,6160,1000,4323,837,6053,949,4038,1066,1243,47,183,277,90,299,347,109,66,137,831,100,21141.73,74047,-5.64081376,36.86340796,193.0
    11042 Zahara,11042,Andalucía,Cádiz,17.923497267759565,915,1715,58,138,526,621,69,52,17,24,86,1395,171,906,318,705,84,467,154,690,87,439,164,86,7,19,24,8,10,18,8,7,20,47,4,7251.28,39403,-5.39031673,36.84027651,520.0
    11901 Benalup-Casas Viejas,11901,Andalucía,Cádiz,13.043478260869565,3519,2242,83,287,2573,3299,402,77,126,66,618,7161,1111,4978,1072,3634,585,2534,515,3527,526,2444,557,678,33,81,123,22,141,278,76,16,88,452,46,6037.43,47328,-5.81029559,36.3433179,86.0
    11902 San José del Valle,11902,Andalucía,Cádiz,15.550847457627118,2360,2309,55,221,1517,2028,313,84,78,22,393,4435,670,2938,827,2261,361,1513,387,2174,309,1425,440,404,20,38,88,15,111,132,50,14,56,257,27,22373.83,109945,-5.80077309,36.60534292,142.0
    11903 San Martín del Tesorillo,11903,Andalucía,Cádiz,6.463595839524518,1346,2577,49,103,0,10,2102,131,52,234,244,2773,445,1885,443,1430,235,989,206,1343,210,896,237,199,7,30,49,5,53,55,8,1,21,148,19,4844.34,39468,-5.31897548,36.34215243,22.0
    14001 Adamuz,14001,Andalucía,Córdoba,20.49030369557263,2733,3373,46,215,1260,2190,174,35,70,37,370,4136,611,2624,901,2118,336,1364,418,2018,275,1260,483,130,6,18,25,5,44,32,30,9,7,77,7,33497.74,98761,-4.52617749,38.02512572,241.0
    14002 Aguilar de la Frontera,14002,Andalucía,Córdoba,14.101318528799444,7205,2843,239,687,6242,5129,409,152,178,118,1170,13398,1997,8863,2538,6688,1036,4543,1109,6710,961,4320,1429,530,35,78,118,53,129,117,49,32,48,340,61,16601.26,116878,-4.66061547,37.52004219,379.0
    14003 Alcaracejos,14003,Andalucía,Córdoba,23.21688500727802,1374,2097,85,161,319,783,166,22,63,17,115,1485,192,872,421,721,96,452,173,764,96,420,248,99,7,12,25,5,26,25,7,2,18,72,4,17587.39,85728,-4.96709118,38.38656136,609.0
    14004 Almedinilla,14004,Andalucía,Córdoba,16.6883963494133,1534,2656,63,146,762,1159,105,58,39,55,177,2355,307,1532,516,1170,158,788,224,1185,149,744,292,107,5,14,18,5,36,29,7,14,5,72,9,5551.7987,37306,-4.09001992,37.43947257,620.0
    14005 Almodóvar del Río,14005,Andalucía,Córdoba,16.47171162568632,4189,3063,93,293,2814,3334,682,131,192,74,814,8041,1400,5200,1441,3996,715,2645,636,4045,685,2555,805,759,30,91,173,42,205,218,81,20,47,555,56,17252.979,78288,-5.02076595,37.80943577,119.0
    14006 Añora,14006,Andalucía,Córdoba,15.36,1250,2268,88,159,456,789,100,23,24,12,125,1529,223,922,384,752,114,470,168,777,109,452,216,112,5,12,24,6,30,35,5,0,45,58,2,11224.54,90620,-4.89754391,38.41255111,624.0
    14007 Baena,14007,Andalucía,Córdoba,16.825848404795774,9842,2774,334,807,7023,8654,485,255,348,293,1799,18857,3083,12492,3282,9438,1569,6455,1414,9419,1514,6037,1868,1036,45,130,183,75,309,294,130,76,89,631,110,36240.04,108269,-4.32895878,37.61318847,459.0
    14008 Belalcázar,14008,Andalucía,Córdoba,26.44249140236912,2617,2077,170,328,918,1723,165,26,116,30,232,3210,397,1994,819,1558,199,1004,355,1652,198,990,464,301,13,27,64,14,76,107,17,13,25,230,16,35600.27,116200,-5.16635159,38.57840844,488.0
    14009 Belmez,14009,Andalucía,Córdoba,23.42300556586271,2156,2126,114,233,651,1649,176,72,139,41,203,2931,323,1817,791,1419,156,935,328,1512,167,882,463,319,7,34,71,9,92,106,15,16,77,192,19,20738.7974,73263,-5.20945663,38.2732496,533.0
    14010 Benamejí,14010,Andalucía,Córdoba,16.16499442586399,2691,2874,114,251,1597,2566,127,121,53,42,470,4976,804,3272,900,2466,409,1653,404,2510,395,1619,496,222,15,21,52,16,70,48,27,21,24,121,29,5335.05,37355,-4.53987316,37.26716339,454.0
